ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000092990	Mir446q	miRNA	76	NA
ENSMUSG00000092994	Gm23918	rRNA	106	NA
ENSMUSG00000092995	Mir16-1	miRNA	93	NA
ENSMUSG00000092997	Gm23917	miRNA	98	NA
ENSMUSG00000092998	Mir5099	miRNA	74	NA
ENSMUSG00000092999	Gm23921	misc_RNA	107	NA
ENSMUSG00000093000	Gm24155	miRNA	110	NA
ENSMUSG00000093002	Gm24154	snoRNA	130	NA
ENSMUSG00000093003	Mir3473c	miRNA	81	NA
ENSMUSG00000093004	Gm24158	miRNA	71	NA
ENSMUSG00000093005	Gm24159	miRNA	102	NA
ENSMUSG00000093006	Gm24157	miRNA	111	NA
ENSMUSG00000093007	Mir15a	miRNA	84	NA
ENSMUSG00000093009	Snord52	snoRNA	66	NA
ENSMUSG00000093010	Gm22460	miRNA	124	NA
ENSMUSG00000093011	Mir100	miRNA	80	NA
ENSMUSG00000093013	Gm22461	miRNA	70	NA
ENSMUSG00000093014	Gm22464	miRNA	64	NA
ENSMUSG00000093015	Gm22463	miRNA	101	NA
ENSMUSG00000093017	Mir5108	miRNA	85	NA
ENSMUSG00000093019	Gm22466	miRNA	69	NA
ENSMUSG00000093021	Gm25303	miRNA	74	NA
ENSMUSG00000093023	Gm25304	misc_RNA	255	NA
ENSMUSG00000093024	Gm25299	miRNA	102	NA
ENSMUSG00000093025	Gm25300	snRNA	84	NA
ENSMUSG00000093026	Gm25301	miRNA	113	NA
ENSMUSG00000093029	Gm25306	miRNA	117	NA
ENSMUSG00000093030	Gm23632	miRNA	125	1
ENSMUSG00000093031	Gm22662	misc_RNA	256	NA
ENSMUSG00000093032	Gm23631	miRNA	123	NA
ENSMUSG00000093033	Gm23630	miRNA	104	NA
ENSMUSG00000093034	Gm23633	miRNA	119	NA
ENSMUSG00000093036	Mir5127	miRNA	71	NA
ENSMUSG00000093037	Mir3066	miRNA	83	NA
ENSMUSG00000093039	Mir1912	miRNA	87	NA
ENSMUSG00000093040	Gm26141	miRNA	126	NA
ENSMUSG00000093041	Gm26455	miRNA	92	NA
ENSMUSG00000093042	Mir3109	miRNA	88	NA
ENSMUSG00000093044	Snord8	snoRNA	110	NA
ENSMUSG00000093046	Mir3081	miRNA	84	NA
ENSMUSG00000093050	Gm24814	miRNA	70	NA
ENSMUSG00000093051	Gm24813	miRNA	84	NA
ENSMUSG00000093052	Gm24816	miRNA	151	7
ENSMUSG00000093053	Gm24815	miRNA	70	NA
ENSMUSG00000093054	Gm24811	miRNA	100	NA
ENSMUSG00000093056	Gm24812	misc_RNA	284	NA
ENSMUSG00000093058	Gm24810	miRNA	70	NA
ENSMUSG00000093059	Gm24809	misc_RNA	271	NA
ENSMUSG00000093060	Mir5104	miRNA	94	NA
ENSMUSG00000093061	Mir5098	miRNA	82	NA
ENSMUSG00000093063	Gm23152	rRNA	116	NA
ENSMUSG00000093064	Gm23153	misc_RNA	313	NA
ENSMUSG00000093065	Gm23154	miRNA	65	NA
ENSMUSG00000093067	Gm23156	miRNA	86	NA
ENSMUSG00000093070	Gm25952	miRNA	74	NA
ENSMUSG00000093071	Gm25951	miRNA	64	NA
ENSMUSG00000093072	Gm25950	miRNA	100	NA
ENSMUSG00000093073	Mir124a-2	miRNA	109	2
ENSMUSG00000093074	Gm25949	snRNA	114	NA
ENSMUSG00000093075	Gm25948	miRNA	112	NA
ENSMUSG00000093076	Mir3082	miRNA	64	NA
ENSMUSG00000093079	Gm25953	miRNA	83	NA
ENSMUSG00000093080	Mir3060	miRNA	83	7
ENSMUSG00000093081	Mir3075	miRNA	85	NA
ENSMUSG00000093082	Gm24322	miRNA	70	NA
ENSMUSG00000093083	Gm24323	miRNA	77	NA
ENSMUSG00000093085	Gm24325	miRNA	74	NA
ENSMUSG00000093087	Mir3473d	miRNA	81	NA
ENSMUSG00000093089	Gm24321	miRNA	80	NA
ENSMUSG00000093090	Mir3073	miRNA	85	NA
ENSMUSG00000093091	Mir3089	miRNA	84	NA
ENSMUSG00000093092	Gm22643	miRNA	101	NA
ENSMUSG00000093093	Gm22642	misc_RNA	252	NA
ENSMUSG00000093096	Mir3968	miRNA	100	NA
ENSMUSG00000093097	Mir3097	miRNA	67	NA
ENSMUSG00000093100	Mir3971	miRNA	83	NA
ENSMUSG00000093101	Gm25533	miRNA	79	NA
ENSMUSG00000093102	Mir3475	miRNA	65	NA
ENSMUSG00000093105	Gm25535	miRNA	125	2
ENSMUSG00000093106	Gm25534	miRNA	125	NA
ENSMUSG00000093107	Mir1839	snoRNA	127	NA
ENSMUSG00000093108	Mir344f	miRNA	68	NA
ENSMUSG00000093112	Gm22701	misc_RNA	291	NA
ENSMUSG00000093113	Gm22702	miRNA	69	NA
ENSMUSG00000093114	Gm22696	miRNA	68	NA
ENSMUSG00000093115	Gm25972	miRNA	101	NA
ENSMUSG00000093116	Gm22698	miRNA	108	NA
ENSMUSG00000093117	Gm22699	snRNA	105	NA
ENSMUSG00000093118	Mir3083	miRNA	64	NA
ENSMUSG00000093119	Gm25640	miRNA	125	NA
ENSMUSG00000093120	Mir3474	miRNA	58	NA
ENSMUSG00000093122	Mir1264	miRNA	86	NA
ENSMUSG00000093124	Gm24366	miRNA	86	NA
ENSMUSG00000093125	Gm24365	miRNA	125	NA
ENSMUSG00000093128	Gm24369	miRNA	96	NA
ENSMUSG00000093129	Gm24368	miRNA	106	NA
ENSMUSG00000093132	Gm25993	miRNA	80	NA
ENSMUSG00000093133	Gm25994	miRNA	101	NA
ENSMUSG00000093134	Gm25996	miRNA	117	NA
ENSMUSG00000093135	Gm25997	miRNA	110	NA
ENSMUSG00000093137	Gm25995	snRNA	142	NA
ENSMUSG00000093138	Gm25998	miRNA	53	NA
ENSMUSG00000093139	Gm25999	snoRNA	133	NA
ENSMUSG00000093140	Mir28b	miRNA	80	NA
ENSMUSG00000093142	Mir3106	miRNA	82	NA
ENSMUSG00000093146	Gm23370	snoRNA	129	NA
ENSMUSG00000093147	Gm23369	snRNA	105	NA
ENSMUSG00000093148	Gm23375	miRNA	83	NA
ENSMUSG00000093149	Gm23374	miRNA	84	NA
ENSMUSG00000093152	Gm25032	miRNA	84	NA
ENSMUSG00000093153	Gm25033	miRNA	70	NA
ENSMUSG00000093155	Gm25035	miRNA	77	NA
ENSMUSG00000093156	Mir3076	miRNA	60	NA
ENSMUSG00000093157	Mir3098	miRNA	87	NA
ENSMUSG00000093158	Gm25036	miRNA	50	NA
ENSMUSG00000093159	Gm25037	miRNA	110	NA
ENSMUSG00000093160	Gm22773	miRNA	78	NA
ENSMUSG00000093161	Gm22183	miRNA	73	NA
ENSMUSG00000093162	Gm22184	miRNA	62	NA
ENSMUSG00000093163	Gm22994	miRNA	82	NA
ENSMUSG00000093164	Gm22993	misc_RNA	254	2
ENSMUSG00000093165	Gm22181	miRNA	126	NA
ENSMUSG00000093167	Mir5131	miRNA	93	NA
ENSMUSG00000093168	Gm22990	miRNA	89	NA
ENSMUSG00000093169	Mir3079	miRNA	90	NA
ENSMUSG00000093170	Gm23873	miRNA	70	NA
ENSMUSG00000093172	Mir3112	miRNA	82	NA
ENSMUSG00000093173	Gm23872	miRNA	77	NA
ENSMUSG00000093176	Mir5119	miRNA	57	NA
ENSMUSG00000093177	Gm23869	miRNA	71	NA
ENSMUSG00000093178	Snord87	snoRNA	87	1
ENSMUSG00000093180	Gm25690	miRNA	77	NA
ENSMUSG00000093183	Gm25687	misc_RNA	241	NA
ENSMUSG00000093184	Gm25693	miRNA	85	NA
ENSMUSG00000093185	Gm25692	miRNA	125	NA
ENSMUSG00000093187	Mir344-2	miRNA	80	7
ENSMUSG00000093189	Gm25694	misc_RNA	282	7
ENSMUSG00000093190	Gm22875	miRNA	126	NA
ENSMUSG00000093191	Gm22876	misc_RNA	298	NA
ENSMUSG00000093192	Gm22877	miRNA	105	NA
ENSMUSG00000093202	Gm22410	miRNA	88	NA
ENSMUSG00000093203	Gm22411	miRNA	126	NA
ENSMUSG00000093206	Gm22413	miRNA	91	NA
ENSMUSG00000093207	Gm22414	miRNA	101	NA
ENSMUSG00000093208	Gm22415	miRNA	74	NA
ENSMUSG00000093211	Gm25250	miRNA	76	NA
ENSMUSG00000093212	Gm25249	miRNA	78	NA
ENSMUSG00000093214	Gm25248	miRNA	98	NA
ENSMUSG00000093215	Mir3103	miRNA	67	NA
ENSMUSG00000093216	Gm25247	miRNA	90	NA
ENSMUSG00000093217	Gm25246	miRNA	69	NA
ENSMUSG00000093218	Gm25252	miRNA	120	NA
ENSMUSG00000093219	Mir3113	miRNA	76	NA
ENSMUSG00000093221	Mir3105	miRNA	85	NA
ENSMUSG00000093223	Gm25752	miRNA	126	NA
ENSMUSG00000093224	Gm25750	miRNA	112	NA
ENSMUSG00000093226	Gm25749	miRNA	111	7
ENSMUSG00000093227	Mir1251	miRNA	84	NA
ENSMUSG00000093228	Gm25748	miRNA	70	NA
ENSMUSG00000093230	Gm24109	miRNA	103	NA
ENSMUSG00000093231	Gm25297	miRNA	67	NA
ENSMUSG00000093232	Gm24111	miRNA	97	NA
ENSMUSG00000093234	Mir3085	miRNA	89	NA
ENSMUSG00000093236	Gm24108	miRNA	77	NA
ENSMUSG00000093238	Mir9-3	miRNA	90	NA
ENSMUSG00000093239	Gm24106	miRNA	127	NA
ENSMUSG00000093240	Gm24573	rRNA	112	NA
ENSMUSG00000093241	Mir3108	miRNA	79	NA
ENSMUSG00000093242	Gm24574	miRNA	74	NA
ENSMUSG00000093243	Gm24575	miRNA	77	NA
ENSMUSG00000093245	Mir677	snoRNA	72	2
ENSMUSG00000093246	Gm24572	miRNA	88	NA
ENSMUSG00000093249	Gm24576	misc_RNA	248	NA
ENSMUSG00000093251	Gm22932	miRNA	72	NA
ENSMUSG00000093253	Gm22930	miRNA	99	NA
ENSMUSG00000093254	Mir5126	miRNA	77	NA
ENSMUSG00000093256	Gm22933	miRNA	74	NA
ENSMUSG00000093258	Gm22929	snRNA	107	NA
ENSMUSG00000093260	Gm23415	miRNA	83	NA
ENSMUSG00000093261	Gm23416	miRNA	95	NA
ENSMUSG00000093262	Gm23413	miRNA	125	NA
ENSMUSG00000093264	Gm23419	miRNA	84	NA
ENSMUSG00000093266	Gm23417	miRNA	83	NA
ENSMUSG00000093269	Mir5124	miRNA	72	NA
ENSMUSG00000093270	Mir5134	miRNA	78	NA
ENSMUSG00000093271	Gm26233	miRNA	70	NA
ENSMUSG00000093273	Mir3064	miRNA	67	NA
ENSMUSG00000093274	Gm26235	miRNA	101	NA
ENSMUSG00000093276	Gm26237	miRNA	125	NA
ENSMUSG00000093277	Gm26236	snoRNA	137	NA
ENSMUSG00000093278	Mir5110	miRNA	87	NA
ENSMUSG00000093279	Gm26238	miRNA	117	NA
ENSMUSG00000093280	Mir2861	miRNA	82	NA
ENSMUSG00000093281	Gm22565	miRNA	69	NA
ENSMUSG00000093282	Gm22566	miRNA	85	NA
ENSMUSG00000093283	Gm22567	misc_RNA	342	NA
ENSMUSG00000093286	Gm22569	miRNA	124	2
ENSMUSG00000093289	Snord92	snoRNA	85	NA
ENSMUSG00000093290	Mir3572	miRNA	86	NA
ENSMUSG00000093291	Gm25400	miRNA	117	NA
ENSMUSG00000093292	Mir5118	miRNA	67	NA
ENSMUSG00000093293	Mir3095	miRNA	87	NA
ENSMUSG00000093294	Gm25399	miRNA	76	NA
ENSMUSG00000093296	Mir3102	miRNA	104	NA
ENSMUSG00000093298	Mir3473b	miRNA	55	NA
ENSMUSG00000093300	Gm23799	rRNA	120	NA
ENSMUSG00000093301	Gm23798	miRNA	102	NA
ENSMUSG00000093302	Gm23801	miRNA	67	NA
ENSMUSG00000093303	Gm23800	miRNA	64	NA
ENSMUSG00000093306	Gm23802	miRNA	102	NA
ENSMUSG00000093311	Mir3965	miRNA	69	NA
ENSMUSG00000093314	Mir5136	miRNA	76	NA
ENSMUSG00000093315	Mir5114	miRNA	61	NA
ENSMUSG00000093317	Gm25470	miRNA	111	NA
ENSMUSG00000093319	Gm25467	misc_RNA	244	NA
ENSMUSG00000093322	Gm24971	rRNA	110	NA
ENSMUSG00000093323	Gm24970	miRNA	82	NA
ENSMUSG00000093324	Gm24972	miRNA	82	NA
ENSMUSG00000093325	Gm26061	snRNA	108	NA
ENSMUSG00000093327	Mir5107	miRNA	88	NA
ENSMUSG00000093329	Gm24973	miRNA	101	NA
ENSMUSG00000093331	Gm22120	miRNA	70	NA
ENSMUSG00000093334	Gm22118	miRNA	171	NA
ENSMUSG00000093335	Gm22119	miRNA	99	NA
ENSMUSG00000093336	Mir1954	miRNA	86	NA
ENSMUSG00000093338	Mir3090	miRNA	87	NA
ENSMUSG00000093340	Gm26117	miRNA	95	NA
ENSMUSG00000093341	Gm26116	miRNA	77	NA
ENSMUSG00000093342	Gm26119	miRNA	104	NA
ENSMUSG00000093344	Gm26113	miRNA	79	NA
ENSMUSG00000093345	Gm26112	misc_RNA	260	NA
ENSMUSG00000093346	Gm26115	miRNA	87	NA
ENSMUSG00000093348	Mir3101	miRNA	88	NA
ENSMUSG00000093349	Gm26120	miRNA	105	NA
ENSMUSG00000093351	Mir3072	miRNA	83	NA
ENSMUSG00000093352	Gm23291	miRNA	78	NA
ENSMUSG00000093354	Mir125b-1	miRNA	77	NA
ENSMUSG00000093355	Snora26	snoRNA	121	NA
ENSMUSG00000093356	Gm23289	rRNA	108	NA
ENSMUSG00000093358	Mir3063	miRNA	92	NA
ENSMUSG00000093359	Gm23292	miRNA	101	NA
ENSMUSG00000093362	Gm22802	miRNA	89	NA
ENSMUSG00000093363	Gm22002	miRNA	125	7
ENSMUSG00000093365	Gm22801	miRNA	84	NA
ENSMUSG00000093368	Gm22800	miRNA	94	NA
ENSMUSG00000093373	Gm23075	miRNA	70	NA
ENSMUSG00000093376	Vmn1r23	protein_coding	997	NA
ENSMUSG00000093378	Gm20663	processed_transcript	474	NA
ENSMUSG00000093379	Vmn1r31	protein_coding	2094	NA
ENSMUSG00000093380	Gm20685	lincRNA	489	NA
ENSMUSG00000093381	Gm20615	pseudogene	705	NA
ENSMUSG00000093382	Vmn1r-ps14	pseudogene	913	NA
ENSMUSG00000093383	Gm20642	antisense	1512	NA
ENSMUSG00000093384	Gm20689	pseudogene	279	NA
ENSMUSG00000093385	A330044P14Rik	lincRNA	2706	2
ENSMUSG00000093386	1700120O09Rik	processed_transcript	977	NA
ENSMUSG00000093387	Gm20732	lincRNA	686	2
ENSMUSG00000093388	Gm22655	miRNA	96	NA
ENSMUSG00000093390	Gm20652	protein_coding	383	NA
ENSMUSG00000093392	Gm6061	pseudogene	492	4
ENSMUSG00000093394	Gm20621	sense_overlapping	2449	5
ENSMUSG00000093395	Vmn2r-ps6	pseudogene	1101	NA
ENSMUSG00000093397	Gm4014	pseudogene	1134	NA
ENSMUSG00000093398	Vmn1r-ps11	pseudogene	853	NA
ENSMUSG00000093400	Gm20647	processed_transcript	857	NA
ENSMUSG00000093401	Vmn2r-ps126	pseudogene	1149	NA
ENSMUSG00000093402	Gm18588	pseudogene	492	NA
ENSMUSG00000093403	Gm25191	miRNA	60	NA
ENSMUSG00000093404	Gm25190	miRNA	95	NA
ENSMUSG00000093405	Gm20684	processed_transcript	380	NA
ENSMUSG00000093406	Rpl48-ps1	pseudogene	556	NA
ENSMUSG00000093408	Gm25192	miRNA	57	NA
ENSMUSG00000093409	Gm25193	miRNA	97	NA
ENSMUSG00000093410	Gm20638	processed_transcript	550	NA
ENSMUSG00000093411	Vmn1r17	protein_coding	980	NA
ENSMUSG00000093413	Snora15	snoRNA	131	1
ENSMUSG00000093414	Gm20698	pseudogene	233	NA
ENSMUSG00000093416	Gm18294	pseudogene	1748	NA
ENSMUSG00000093418	Vmn1r-ps50	pseudogene	374	NA
ENSMUSG00000093419	Gm19898	pseudogene	251	NA
ENSMUSG00000093420	Gm4023	pseudogene	1139	NA
ENSMUSG00000093421	Gm5889	pseudogene	1005	NA
ENSMUSG00000093424	6330562C20Rik	antisense	557	NA
ENSMUSG00000093426	Vmn2r-ps123	pseudogene	2410	NA
ENSMUSG00000093427	Gm18513	pseudogene	560	NA
ENSMUSG00000093428	Gm26318	miRNA	96	NA
ENSMUSG00000093429	Vmn1r-ps145	pseudogene	424	NA
ENSMUSG00000093433	Gm18415	pseudogene	647	NA
ENSMUSG00000093434	Vmn2r-ps11	pseudogene	2730	NA
ENSMUSG00000093436	Gm20646	sense_overlapping	660	NA
ENSMUSG00000093437	Gm20702	pseudogene	460	NA
ENSMUSG00000093441	Gm22872	miRNA	69	NA
ENSMUSG00000093443	Gm22871	snoRNA	54	NA
ENSMUSG00000093444	Vmn1r-ps152	pseudogene	699	NA
ENSMUSG00000093445	Lrch4	protein_coding	10800	2
ENSMUSG00000093446	Gm20694	pseudogene	404	NA
ENSMUSG00000093447	Gm5139	pseudogene	249	NA
ENSMUSG00000093449	Vmn1r-ps149	pseudogene	183	NA
ENSMUSG00000093451	Vmn1r24	protein_coding	946	NA
ENSMUSG00000093452	Gm20687	processed_transcript	9179	NA
ENSMUSG00000093453	Vmn1r-ps146	pseudogene	525	NA
ENSMUSG00000093454	Vmn1r-ps143	pseudogene	604	NA
ENSMUSG00000093456	Gm20662	protein_coding	2882	NA
ENSMUSG00000093458	Gm20688	processed_transcript	512	NA
ENSMUSG00000093459	5730480H06Rik	processed_transcript	1735	NA
ENSMUSG00000093460	Six3os1	antisense	23641	1
ENSMUSG00000093461	Vmn1r-ps21	pseudogene	925	NA
ENSMUSG00000093465	Gm20682	processed_transcript	3517	NA
ENSMUSG00000093467	Gm20659	antisense	604	NA
ENSMUSG00000093469	Vmn2r-ps127	pseudogene	1029	NA
ENSMUSG00000093470	Gm20645	lincRNA	3511	NA
ENSMUSG00000093472	4930438E09Rik	processed_transcript	776	NA
ENSMUSG00000093473	Gm20620	pseudogene	168	NA
ENSMUSG00000093474	Vmn2r-ps12	pseudogene	623	NA
ENSMUSG00000093476	Gm22355	miRNA	96	NA
ENSMUSG00000093479	Gm20629	antisense	513	NA
ENSMUSG00000093480	Gm25075	miRNA	61	NA
ENSMUSG00000093482	Gm20619	lincRNA	5219	NA
ENSMUSG00000093483	AA465934	processed_transcript	1949	2
ENSMUSG00000093484	Gm20657	pseudogene	515	NA
ENSMUSG00000093485	Gm20708	protein_coding	1780	NA
ENSMUSG00000093487	Vmn1r-ps48	pseudogene	896	NA
ENSMUSG00000093489	Gm20625	lincRNA	698	1
ENSMUSG00000093490	Gm19932	pseudogene	315	NA
ENSMUSG00000093492	Gm20651	pseudogene	329	NA
ENSMUSG00000093493	Vmn2r-ps133	pseudogene	2569	NA
ENSMUSG00000093495	Gm23368	miRNA	96	NA
ENSMUSG00000093497	Gm20713	processed_transcript	435	NA
ENSMUSG00000093498	Gm23367	miRNA	60	NA
ENSMUSG00000093499	Gm25442	miRNA	92	NA
ENSMUSG00000093501	Vmn1r22	protein_coding	1096	NA
ENSMUSG00000093502	Gm20700	processed_transcript	2205	NA
ENSMUSG00000093503	Vmn2r-ps4	pseudogene	1015	NA
ENSMUSG00000093504	Vmn1r-ps24	pseudogene	900	NA
ENSMUSG00000093505	Gm20691	pseudogene	333	NA
ENSMUSG00000093507	Gm20627	processed_transcript	1413	NA
ENSMUSG00000093508	Gm22041	miRNA	89	NA
ENSMUSG00000093509	Gm8064	pseudogene	1004	NA
ENSMUSG00000093510	Vmn2r-ps21	pseudogene	2947	NA
ENSMUSG00000093511	Gm20680	antisense	789	NA
ENSMUSG00000093513	Gm4018	pseudogene	1137	NA
ENSMUSG00000093514	Gm9320	pseudogene	831	NA
ENSMUSG00000093515	Gm23720	miRNA	81	NA
ENSMUSG00000093516	Gm19553	antisense	494	NA
ENSMUSG00000093518	Vmn1r-ps22	pseudogene	900	NA
ENSMUSG00000093519	Gm20345	pseudogene	2795	NA
ENSMUSG00000093520	Vmn1r-ps9	pseudogene	358	NA
ENSMUSG00000093522	Vmn1r-ps19	pseudogene	926	NA
ENSMUSG00000093523	Vmn1r16	protein_coding	1013	NA
ENSMUSG00000093525	Gm8974	pseudogene	479	NA
ENSMUSG00000093528	4930529F24Rik	antisense	927	NA
ENSMUSG00000093529	Gm25397	miRNA	92	NA
ENSMUSG00000093530	Vmn1r-ps12	pseudogene	502	NA
ENSMUSG00000093531	Vmn2r-ps117	pseudogene	2188	NA
ENSMUSG00000093533	Vmn2r-ps119	pseudogene	2406	NA
ENSMUSG00000093534	Vmn1r-ps51	pseudogene	320	NA
ENSMUSG00000093535	4930533I22Rik	antisense	2564	NA
ENSMUSG00000093536	Smim17	protein_coding	4314	NA
ENSMUSG00000093537	Gm7584	pseudogene	940	NA
ENSMUSG00000093538	Gm20711	lincRNA	374	NA
ENSMUSG00000093539	Gm22564	miRNA	63	NA
ENSMUSG00000093540	4930505M18Rik	processed_transcript	1169	NA
ENSMUSG00000093541	Gm20660	pseudogene	289	NA
ENSMUSG00000093542	Gm20670	processed_transcript	338	NA
ENSMUSG00000093543	Gm8473	pseudogene	1885	NA
ENSMUSG00000093544	Gm20613	pseudogene	345	NA
ENSMUSG00000093545	Gm5871	pseudogene	718	NA
ENSMUSG00000093546	Vmn2r-ps7	pseudogene	1098	NA
ENSMUSG00000093547	Gm20674	pseudogene	369	NA
ENSMUSG00000093548	Gm6407	pseudogene	549	NA
ENSMUSG00000093549	Gm20665	pseudogene	723	NA
ENSMUSG00000093550	Higd1c	protein_coding	1062	NA
ENSMUSG00000093551	4930505G20Rik	processed_transcript	561	NA
ENSMUSG00000093552	Gm5777	pseudogene	448	NA
ENSMUSG00000093553	Gm20633	antisense	2831	2
ENSMUSG00000093554	Gm20623	pseudogene	724	NA
ENSMUSG00000093556	Gm20641	antisense	615	NA
ENSMUSG00000093557	4930555M17Rik	lincRNA	402	NA
ENSMUSG00000093559	Gm20705	sense_intronic	1921	NA
ENSMUSG00000093560	Gm6695	pseudogene	1594	NA
ENSMUSG00000093561	Gm20699	pseudogene	2164	NA
ENSMUSG00000093562	Gm23090	snoRNA	78	NA
ENSMUSG00000093563	Gm20630	pseudogene	551	NA
ENSMUSG00000093564	Gm18396	pseudogene	361	NA
ENSMUSG00000093565	2610019E17Rik	antisense	775	NA
ENSMUSG00000093567	Gm3959	pseudogene	714	NA
ENSMUSG00000093568	Gm20611	lincRNA	1131	NA
ENSMUSG00000093570	Gm20714	lincRNA	1368	NA
ENSMUSG00000093571	Gm24757	misc_RNA	371	NA
ENSMUSG00000093572	Gm24756	miRNA	96	NA
ENSMUSG00000093573	Gm20610	lincRNA	587	NA
ENSMUSG00000093574	Gm20671	protein_coding	1731	NA
ENSMUSG00000093575	Gm20695	protein_coding	1664	NA
ENSMUSG00000093576	Gm24758	miRNA	83	NA
ENSMUSG00000093577	Gm20632	antisense	2427	NA
ENSMUSG00000093579	Gm20036	processed_transcript	844	NA
ENSMUSG00000093580	Gm20706	pseudogene	2023	NA
ENSMUSG00000093581	Gm18006	pseudogene	662	NA
ENSMUSG00000093582	Vmn2r-ps115	pseudogene	1809	NA
ENSMUSG00000093584	Gm8040	pseudogene	1004	NA
ENSMUSG00000093587	Gm20554	lincRNA	840	NA
ENSMUSG00000093588	Vmn1r-ps23	pseudogene	295	NA
ENSMUSG00000093589	Gm18367	pseudogene	600	NA
ENSMUSG00000093590	Gm20643	antisense	322	NA
ENSMUSG00000093592	Vmn2r-ps122	pseudogene	906	NA
ENSMUSG00000093593	Gm20683	protein_coding	2790	2
ENSMUSG00000093594	Gm20707	lincRNA	2516	NA
ENSMUSG00000093595	Vmn1r-ps49	pseudogene	879	NA
ENSMUSG00000093598	A730085K08Rik	processed_transcript	2013	NA
ENSMUSG00000093599	Gm23572	miRNA	56	NA
ENSMUSG00000093601	Gm19459	pseudogene	455	NA
ENSMUSG00000093602	Vmn2r-ps116	pseudogene	126	NA
ENSMUSG00000093606	B130034C11Rik	processed_transcript	3535	NA
ENSMUSG00000093607	Vmn2r-ps118	pseudogene	908	NA
ENSMUSG00000093610	Cyp2c53-ps	pseudogene	3710	NA
ENSMUSG00000093614	Gm20693	pseudogene	211	NA
ENSMUSG00000093615	Gm23685	miRNA	51	NA
ENSMUSG00000093616	1700055C04Rik	processed_transcript	355	NA
ENSMUSG00000093617	4933438K21Rik	antisense	1693	7
ENSMUSG00000093618	Gm23684	miRNA	61	NA
ENSMUSG00000093619	4930535L15Rik	processed_transcript	536	NA
ENSMUSG00000093621	Vmn1r-ps10	pseudogene	889	NA
ENSMUSG00000093622	Gm20703	antisense	385	NA
ENSMUSG00000093623	Gm3981	pseudogene	1127	NA
ENSMUSG00000093624	Gm20704	pseudogene	291	NA
ENSMUSG00000093625	Gm18953	pseudogene	300	NA
ENSMUSG00000093626	Gm20654	protein_coding	430	NA
ENSMUSG00000093627	Vmn2r-ps121	pseudogene	802	NA
ENSMUSG00000093628	Gm20616	processed_transcript	1336	NA
ENSMUSG00000093629	Gm19357	antisense	1133	NA
ENSMUSG00000093632	Vmn1r38	protein_coding	1036	NA
ENSMUSG00000093634	Gm10860	processed_transcript	1888	NA
ENSMUSG00000093635	Vmn1r11	protein_coding	1027	NA
ENSMUSG00000093637	Gm20636	antisense	707	NA
ENSMUSG00000093639	Lim2	protein_coding	2180	NA
ENSMUSG00000093642	Vmn2r-ps124	pseudogene	903	NA
ENSMUSG00000093644	Gm19560	pseudogene	514	NA
ENSMUSG00000093645	Gm23187	snoRNA	86	NA
ENSMUSG00000093648	Vmn1r-ps148	pseudogene	455	NA
ENSMUSG00000093649	Gm20614	pseudogene	632	NA
ENSMUSG00000093650	Gm20631	processed_transcript	7325	NA
ENSMUSG00000093651	Gm5873	pseudogene	1066	NA
ENSMUSG00000093652	Vmn2r-ps31	pseudogene	760	NA
ENSMUSG00000093656	Gm20628	antisense	3215	NA
ENSMUSG00000093658	Gm20617	lincRNA	1475	NA
ENSMUSG00000093660	Gm26505	snRNA	166	NA
ENSMUSG00000093661	Eif4e3	protein_coding	2515	6
ENSMUSG00000093662	Gm20649	lincRNA	2739	NA
ENSMUSG00000093663	Gm7171	pseudogene	1349	NA
ENSMUSG00000093664	Gm20664	pseudogene	276	NA
ENSMUSG00000093665	Gm8057	pseudogene	995	NA
ENSMUSG00000093666	Vmn1r-ps15	pseudogene	910	NA
ENSMUSG00000093668	Pou5f2	protein_coding	1393	NA
ENSMUSG00000093669	Gm9399	pseudogene	639	NA
ENSMUSG00000093671	Gm20656	pseudogene	518	NA
ENSMUSG00000093672	Gm20655	antisense	3419	NA
ENSMUSG00000093673	Gm20644	sense_overlapping	2063	NA
ENSMUSG00000093674	Rpl41	protein_coding	3970	4
ENSMUSG00000093675	Gm20618	lincRNA	1342	NA
ENSMUSG00000093677	Gm20712	sense_overlapping	1491	NA
ENSMUSG00000093678	Gm20608	pseudogene	403	NA
ENSMUSG00000093679	Vmn1r20	protein_coding	1052	NA
ENSMUSG00000093681	Vmn2r-ps52	pseudogene	612	NA
ENSMUSG00000093682	Gm20681	processed_transcript	503	NA
ENSMUSG00000093683	Gm20622	pseudogene	367	NA
ENSMUSG00000093684	Gm25530	miRNA	126	NA
ENSMUSG00000093685	Gm18416	pseudogene	1003	NA
ENSMUSG00000093686	Gm4705	pseudogene	354	NA
ENSMUSG00000093687	Gm20637	pseudogene	462	NA
ENSMUSG00000093688	Gm8488	pseudogene	1280	NA
ENSMUSG00000093689	Vmn1r-ps52	pseudogene	862	NA
ENSMUSG00000093690	Gm23866	miRNA	61	NA
ENSMUSG00000093692	Vmn1r14	protein_coding	1529	NA
ENSMUSG00000093693	Gm20719	pseudogene	815	NA
ENSMUSG00000093695	Gm20717	processed_transcript	533	NA
ENSMUSG00000093696	Vmn1r7	protein_coding	1219	NA
ENSMUSG00000093697	Gm20686	antisense	535	NA
